Limit 1 b KM,Limit 1 b KMD,Limit 1 b distances,,Limit 1 y KM,Limit 1 y KMD,Limit 1 y distances,,Limit 2 b KM,Limit 2 b KMD,Limit 2 b distances,,Limit 2 y KM,Limit 2 y KMD,Limit 2 y distances
1326.0792,-0.0792,0.0266,,1278.2199,-0.2199,0.0126,,1293.024,-0.024,0.0238,,1049.1596,-0.1596,0.0181
1332.0372,-0.0372,0.0158,,1285.1773,-0.1773,0.0306,,1286.0843,-0.0843,0.0369,,1055.157,-0.157,0.0215
1338.0239,-0.0239,0.0298,,1280.2327,-0.2327,0.025,,1299.0397,-0.0397,0.009,,1063.1477,-0.1477,0.0318
1338.0264,-0.0264,0.0273,,1295.2046,-0.2046,0.0047,,1296.0647,-0.0647,0.0161,,1071.1233,-0.1233,0.0569
1330.0914,-0.0914,0.0381,,1292.2403,-0.2403,0.0311,,1301.0569,-0.0569,0.0077,,1067.1649,-0.1649,0.0152
1334.1048,-0.1048,0.0509,,1296.2343,-0.2343,0.0246,,1312.9668,0.0332,0.0832,,1072.1376,-0.1376,0.0429
1340.0793,-0.0793,0.0248,,1302.2043,-0.2043,0.0059,,1304.0929,-0.0929,0.043,,1073.1493,-0.1493,0.0314
1344.0777,-0.0777,0.0227,,1312.22,-0.22,0.0084,,1309.0969,-0.0969,0.0463,,1062.2477,-0.2477,0.0676
1356.0297,-0.0297,0.0264,,1313.2461,-0.2461,0.0342,,1314.0619,-0.0619,0.0111,,1077.1458,-0.1458,0.0354
1354.0749,-0.0749,0.0187,,1316.224,-0.224,0.0119,,1316.0489,-0.0489,0.0022,,1082.1286,-0.1286,0.0531
1365.0082,-0.0082,0.0489,,1320.2172,-0.2172,0.0046,,1327.0204,-0.0204,0.0318,,1078.2053,-0.2053,0.0235
1357.0866,-0.0866,0.0299,,1320.2203,-0.2203,0.0077,,1318.0913,-0.0913,0.0396,,1080.2219,-0.2219,0.0397
1356.1069,-0.1069,0.0501,,1322.2094,-0.2094,0.0034,,1326.0792,-0.0792,0.0266,,1107.1868,-0.1868,0.0015
1359.0893,-0.0893,0.0323,,1328.1823,-0.1823,0.031,,1332.0372,-0.0372,0.0158,,1116.1273,-0.1273,0.0587
1372.0113,-0.0113,0.0467,,1329.1815,-0.1815,0.032,,1338.0239,-0.0239,0.0298,,1119.111,-0.111,0.0752
1374.041,-0.041,0.0176,,1326.2299,-0.2299,0.0165,,1338.0264,-0.0264,0.0273,,1102.2463,-0.2463,0.0611
1367.1107,-0.1107,0.0524,,1338.2244,-0.2244,0.0095,,1330.0914,-0.0914,0.0381,,1114.1994,-0.1994,0.0131
1369.0942,-0.0942,0.0358,,1337.2348,-0.2348,0.0199,,1334.1048,-0.1048,0.0509,,1122.1696,-0.1696,0.0175
1372.0753,-0.0753,0.0167,,1343.1991,-0.1991,0.0163,,1340.0793,-0.0793,0.0248,,1115.2538,-0.2538,0.0669
1378.0478,-0.0478,0.0114,,1348.2052,-0.2052,0.0109,,1344.0777,-0.0777,0.0227,,1134.1441,-0.1441,0.0443
1375.0958,-0.0958,0.0366,,1354.1999,-0.1999,0.0168,,1356.0297,-0.0297,0.0264,,1143.1725,-0.1725,0.0173
1382.0469,-0.0469,0.0128,,1362.2313,-0.2313,0.0133,,1354.0749,-0.0749,0.0187,,1145.1783,-0.1783,0.0117
1385.0484,-0.0484,0.0117,,1366.21,-0.21,0.0084,,1365.0082,-0.0082,0.0489,,1142.2091,-0.2091,0.0192
1387.0979,-0.0979,0.0371,,1365.2249,-0.2249,0.0065,,1357.0866,-0.0866,0.0299,,1137.2599,-0.2599,0.0702
1385.1174,-0.1174,0.0567,,1372.1896,-0.1896,0.0294,,1356.1069,-0.1069,0.0501,,1151.2133,-0.2133,0.0221
1390.0835,-0.0835,0.0224,,1373.221,-0.221,0.0016,,1359.0893,-0.0893,0.0323,,1164.1474,-0.1474,0.0449
1397.0785,-0.0785,0.0166,,1387.1875,-0.1875,0.0334,,1372.0113,-0.0113,0.0467,,1158.2072,-0.2072,0.0152
1395.1006,-0.1006,0.0387,,1383.2338,-0.2338,0.0131,,1361.1379,-0.1379,0.0802,,1162.2021,-0.2021,0.0096
1393.1214,-0.1214,0.0597,,1382.2459,-0.2459,0.0252,,1374.041,-0.041,0.0176,,1162.2047,-0.2047,0.0123
1411.037,-0.037,0.0264,,1389.2194,-0.2194,0.002,,1367.1107,-0.1107,0.0524,,1163.2043,-0.2043,0.0118
1408.0899,-0.0899,0.0264,,1388.2298,-0.2298,0.0084,,1369.0942,-0.0942,0.0358,,1172.2324,-0.2324,0.0384
1409.0841,-0.0841,0.0206,,1398.1924,-0.1924,0.0299,,1372.0753,-0.0753,0.0167,,1181.1849,-0.1849,0.0098
1416.0708,-0.0708,0.0065,,1405.1956,-0.1956,0.0276,,1378.0478,-0.0478,0.0114,,1173.2551,-0.2551,0.0608
1413.0977,-0.0977,0.0336,,1403.2157,-0.2157,0.0074,,1371.1213,-0.1213,0.0624,,1180.2093,-0.2093,0.0145
1415.0823,-0.0823,0.018,,1401.2358,-0.2358,0.0128,,1375.0958,-0.0958,0.0366,,1190.1906,-0.1906,0.0053
1414.0958,-0.0958,0.0315,,1407.2318,-0.2318,0.0081,,1382.0469,-0.0469,0.0128,,1192.2092,-0.2092,0.0129
1417.0845,-0.0845,0.0199,,1408.2299,-0.2299,0.006,,1373.1344,-0.1344,0.0751,,1195.2365,-0.2365,0.0396
1428.0445,-0.0445,0.0212,,1411.2193,-0.2193,0.0049,,1385.0484,-0.0484,0.0117,,1197.224,-0.224,0.027
1424.0864,-0.0864,0.0209,,1413.2093,-0.2093,0.015,,1399.9871,0.0129,0.0744,,1198.2162,-0.2162,0.0191
1426.0747,-0.0747,0.009,,1430.1928,-0.1928,0.0336,,1387.0979,-0.0979,0.0371,,1204.2057,-0.2057,0.0079
1429.0632,-0.0632,0.0027,,1429.2193,-0.2193,0.0071,,1385.1174,-0.1174,0.0567,,1208.1954,-0.1954,0.0028
1433.0356,-0.0356,0.0306,,1431.2339,-0.2339,0.0071,,1390.0835,-0.0835,0.0224,,1216.2027,-0.2027,0.0034
1431.0967,-0.0967,0.0302,,1447.2351,-0.2351,0.0063,,1397.0785,-0.0785,0.0166,,1220.1894,-0.1894,0.0102
1440.0703,-0.0703,0.0028,,1445.2556,-0.2556,0.0269,,1395.1006,-0.1006,0.0387,,1225.1715,-0.1715,0.0287
1442.0786,-0.0786,0.0108,,1449.2289,-0.2289,0.0002,,1390.1422,-0.1422,0.0807,,1226.1987,-0.1987,0.0019
1441.0892,-0.0892,0.0214,,1463.2261,-0.2261,0.0047,,1393.1214,-0.1214,0.0597,,1225.2152,-0.2152,0.0147
1439.1192,-0.1192,0.0515,,1467.2354,-0.2354,0.004,,1411.037,-0.037,0.0264,,1229.2054,-0.2054,0.0045
1444.11,-0.11,0.0417,,1467.2376,-0.2376,0.0062,,1403.1268,-0.1268,0.0637,,1233.2149,-0.2149,0.0134
1449.1007,-0.1007,0.0318,,1473.2411,-0.2411,0.0089,,1408.0899,-0.0899,0.0264,,1233.2183,-0.2183,0.0167
1451.0893,-0.0893,0.0202,,1486.2231,-0.2231,0.0105,,1409.0841,-0.0841,0.0206,,1234.2135,-0.2135,0.0118
1453.0826,-0.0826,0.0133,,1485.2422,-0.2422,0.0085,,1416.0708,-0.0708,0.0065,,1236.2006,-0.2006,0.0012
1456.0663,-0.0663,0.0032,,1484.2576,-0.2576,0.0239,,1413.0977,-0.0977,0.0336,,1244.1388,-0.1388,0.0635
1455.0803,-0.0803,0.0108,,1492.2292,-0.2292,0.0053,,1415.0823,-0.0823,0.018,,1245.1545,-0.1545,0.0481
1467.024,-0.024,0.0466,,1504.2309,-0.2309,0.0051,,1414.0958,-0.0958,0.0315,,1239.2274,-0.2274,0.025
1467.0224,-0.0224,0.0482,,1502.2631,-0.2631,0.027,,1411.128,-0.128,0.0638,,1244.2265,-0.2265,0.0234
1457.1094,-0.1094,0.0394,,1513.2156,-0.2156,0.0214,,1417.0845,-0.0845,0.0199,,1247.2276,-0.2276,0.0242
1461.0841,-0.0841,0.0138,,1512.2432,-0.2432,0.006,,1428.0445,-0.0445,0.0212,,1251.2225,-0.2225,0.0187
1468.0407,-0.0407,0.0302,,1519.2194,-0.2194,0.0185,,1417.1295,-0.1295,0.0645,,1252.2368,-0.2368,0.0326
1469.0915,-0.0915,0.0201,,1521.23,-0.23,0.0082,,1424.0864,-0.0864,0.0209,,1257.2062,-0.2062,0.0017
1473.0901,-0.0901,0.0182,,1526.2167,-0.2167,0.022,,1426.0747,-0.0747,0.009,,1261.2047,-0.2047,0.0003
1468.128,-0.128,0.0564,,1526.2691,-0.2691,0.03,,1429.0632,-0.0632,0.0027,,1269.1515,-0.1515,0.054
1475.0983,-0.0983,0.0261,,1536.2411,-0.2411,0.0009,,1433.0356,-0.0356,0.0306,,1263.2199,-0.2199,0.0145
1483.0817,-0.0817,0.0085,,1552.2455,-0.2455,0.0033,,1421.1396,-0.1396,0.074,,1269.2243,-0.2243,0.0182
1492.068,-0.068,0.0062,,1554.2466,-0.2466,0.004,,1431.0967,-0.0967,0.0302,,1268.2435,-0.2435,0.0373
1496.0426,-0.0426,0.032,,1560.2374,-0.2374,0.0058,,1429.1309,-0.1309,0.0644,,1275.1956,-0.1956,0.0111
1499.0209,-0.0209,0.0539,,1563.2644,-0.2644,0.0206,,1440.0703,-0.0703,0.0028,,1279.2073,-0.2073,0
1488.1129,-0.1129,0.0388,,1570.2116,-0.2116,0.0326,,1434.132,-0.132,0.0648,,1278.2199,-0.2199,0.0126
1486.1328,-0.1328,0.0587,,1578.2501,-0.2501,0.0045,,1442.0786,-0.0786,0.0108,,1285.1773,-0.1773,0.0306
1498.0871,-0.0871,0.0119,,1588.214,-0.214,0.0326,,1441.0892,-0.0892,0.0214,,1280.2327,-0.2327,0.025
1496.1133,-0.1133,0.0381,,1587.2321,-0.2321,0.0145,,1439.1192,-0.1192,0.0515,,1281.2721,-0.2721,0.064
1511.0294,-0.0294,0.047,,1612.2188,-0.2188,0.0308,,1444.11,-0.11,0.0417,,1284.251,-0.251,0.0427
1514.029,-0.029,0.0477,,1608.2626,-0.2626,0.0132,,1449.1007,-0.1007,0.0318,,1295.2046,-0.2046,0.0047
1510.0761,-0.0761,0.0005,,1613.2235,-0.2235,0.0263,,1451.0893,-0.0893,0.0202,,1292.2403,-0.2403,0.0311
1509.0878,-0.0878,0.0111,,1615.2181,-0.2181,0.0319,,1453.0826,-0.0826,0.0133,,1306.1469,-0.1469,0.0633
1511.0801,-0.0801,0.0032,,1618.2167,-0.2167,0.0337,,1456.0663,-0.0663,0.0032,,1296.2343,-0.2343,0.0246
1504.1365,-0.1365,0.0601,,1627.2428,-0.2428,0.0089,,1455.0803,-0.0803,0.0108,,1302.2043,-0.2043,0.0059
1516.0966,-0.0966,0.019,,1630.2228,-0.2228,0.0292,,1467.024,-0.024,0.0466,,1298.2451,-0.2451,0.035
1514.1203,-0.1203,0.0427,,1629.2388,-0.2388,0.0131,,1467.0224,-0.0224,0.0482,,1312.22,-0.22,0.0084
1515.1167,-0.1167,0.039,,1645.2525,-0.2525,0.0016,,1457.1094,-0.1094,0.0394,,1310.255,-0.255,0.0434
1523.0666,-0.0666,0.0117,,1649.2296,-0.2296,0.0248,,1461.0841,-0.0841,0.0138,,1313.2461,-0.2461,0.0342
1519.0992,-0.0992,0.0212,,1655.2303,-0.2303,0.0249,,1468.0407,-0.0407,0.0302,,1316.224,-0.224,0.0119
1525.0823,-0.0823,0.0036,,1657.2257,-0.2257,0.0297,,1469.0915,-0.0915,0.0201,,1328.1411,-0.1411,0.0719
1528.0954,-0.0954,0.0162,,1663.2265,-0.2265,0.0296,,1464.1331,-0.1331,0.0619,,1320.2172,-0.2172,0.0046
1540.0346,-0.0346,0.0457,,1662.252,-0.252,0.0043,,1473.0901,-0.0901,0.0182,,1320.2203,-0.2203,0.0077
1530.1238,-0.1238,0.0441,,1665.2328,-0.2328,0.0237,,1468.128,-0.128,0.0564,,1322.2094,-0.2094,0.0034
1532.122,-0.122,0.0421,,1667.2291,-0.2291,0.0276,,1475.0983,-0.0983,0.0261,,1328.1823,-0.1823,0.031
1533.1166,-0.1166,0.0366,,1667.2329,-0.2329,0.0239,,1483.0817,-0.0817,0.0085,,1329.1815,-0.1815,0.032
1531.1335,-0.1335,0.0536,,1666.246,-0.246,0.0107,,1492.068,-0.068,0.0062,,1322.2473,-0.2473,0.0342
1534.113,-0.113,0.0328,,1682.256,-0.256,0.0028,,1496.0426,-0.0426,0.032,,1326.2299,-0.2299,0.0165
1544.0808,-0.0808,0.0004,,1684.2528,-0.2528,0.0062,,1499.0209,-0.0209,0.0539,,1338.1502,-0.1502,0.0641
1543.0925,-0.0925,0.0113,,1693.2303,-0.2303,0.0297,,1488.1129,-0.1129,0.0388,,1335.1794,-0.1794,0.0348
1550.1063,-0.1063,0.0241,,1690.2646,-0.2646,0.0047,,1486.1328,-0.1328,0.0587,,1328.2804,-0.2804,0.0663
1548.1255,-0.1255,0.0434,,1699.2589,-0.2589,0.0021,,1498.0871,-0.0871,0.0119,,1338.2244,-0.2244,0.0095
1552.1041,-0.1041,0.0217,,1710.2435,-0.2435,0.0188,,1496.1133,-0.1133,0.0381,,1337.2348,-0.2348,0.0199
1568.0356,-0.0356,0.0483,,1712.2395,-0.2395,0.0229,,1511.0294,-0.0294,0.047,,1343.1991,-0.1991,0.0163
1566.0535,-0.0535,0.0304,,1727.2436,-0.2436,0.0209,,1514.029,-0.029,0.0477,,1339.2542,-0.2542,0.0389
1568.0366,-0.0366,0.0473,,1726.2571,-0.2571,0.0073,,1510.0761,-0.0761,0.0005,,1348.2052,-0.2052,0.0109
1564.0736,-0.0736,0.0101,,1729.2606,-0.2606,0.0042,,1509.0878,-0.0878,0.0111,,1356.162,-0.162,0.0547
1562.0895,-0.0895,0.0059,,1732.2724,-0.2724,0.0072,,1511.0801,-0.0801,0.0032,,1361.1379,-0.1379,0.0793
1558.1236,-0.1236,0.0402,,1751.2564,-0.2564,0.0111,,1504.1365,-0.1365,0.0601,,1354.1999,-0.1999,0.0168
1557.1389,-0.1389,0.0555,,1748.2916,-0.2916,0.0241,,1516.0966,-0.0966,0.019,,1363.1448,-0.1448,0.0727
1559.126,-0.126,0.0425,,1754.2453,-0.2453,0.0226,,1514.1203,-0.1203,0.0427,,1346.2969,-0.2969,0.0804
1563.0952,-0.0952,0.0114,,1763.2562,-0.2562,0.0128,,1515.1167,-0.1167,0.039,,1373.1344,-0.1344,0.0843
1562.1294,-0.1294,0.0454,,1804.2618,-0.2618,0.0125,,1523.0666,-0.0666,0.0117,,1362.2313,-0.2313,0.0133
1569.0952,-0.0952,0.0107,,1806.2589,-0.2589,0.0156,,1519.0992,-0.0992,0.0212,,1366.21,-0.21,0.0084
1566.1354,-0.1354,0.0508,,1823.2769,-0.2769,0,,1525.0823,-0.0823,0.0036,,1365.2249,-0.2249,0.0065
1568.1283,-0.1283,0.0436,,,,,,1518.144,-0.144,0.0657,,1372.1896,-0.1896,0.0294
1576.0703,-0.0703,0.0149,,,,,,1528.0954,-0.0954,0.0162,,1373.221,-0.221,0.0016
1572.1108,-0.1108,0.0257,,,,,,1523.1488,-0.1488,0.0698,,1390.1422,-0.1422,0.0787
1569.1351,-0.1351,0.0502,,,,,,1540.0346,-0.0346,0.0457,,1387.1875,-0.1875,0.0334
1571.1238,-0.1238,0.0387,,,,,,1526.1509,-0.1509,0.0714,,1383.2338,-0.2338,0.0131
1576.11,-0.11,0.0244,,,,,,1530.1238,-0.1238,0.0441,,1382.2459,-0.2459,0.0252
1577.1061,-0.1061,0.0204,,,,,,1532.122,-0.122,0.0421,,1389.2194,-0.2194,0.002
1574.1364,-0.1364,0.0508,,,,,,1533.1166,-0.1166,0.0366,,1388.2298,-0.2298,0.0084
1578.1186,-0.1186,0.0326,,,,,,1531.1335,-0.1335,0.0536,,1398.1924,-0.1924,0.0299
1581.0978,-0.0978,0.0117,,,,,,1534.113,-0.113,0.0328,,1405.1956,-0.1956,0.0276
1580.137,-0.137,0.0506,,,,,,1544.0808,-0.0808,0.0004,,1403.2157,-0.2157,0.0074
1587.1105,-0.1105,0.0234,,,,,,1543.0925,-0.0925,0.0113,,1401.2358,-0.2358,0.0128
1584.1385,-0.1385,0.0516,,,,,,1550.1063,-0.1063,0.0241,,1407.2318,-0.2318,0.0081
1586.1323,-0.1323,0.0451,,,,,,1548.1255,-0.1255,0.0434,,1408.2299,-0.2299,0.006
1588.1195,-0.1195,0.0323,,,,,,1552.1041,-0.1041,0.0217,,1411.2193,-0.2193,0.0049
1598.0589,-0.0589,0.0292,,,,,,1550.1504,-0.1504,0.0678,,1413.2093,-0.2093,0.015
1595.1136,-0.1136,0.0255,,,,,,1568.0356,-0.0356,0.0483,,1430.1928,-0.1928,0.0336
1592.1394,-0.1394,0.0514,,,,,,1566.0535,-0.0535,0.0304,,1429.2193,-0.2193,0.0071
1593.135,-0.135,0.0469,,,,,,1568.0366,-0.0366,0.0473,,1434.1846,-0.1846,0.0422
1597.1174,-0.1174,0.0289,,,,,,1564.0736,-0.0736,0.0101,,1431.2339,-0.2339,0.0071
1599.1037,-0.1037,0.0151,,,,,,1572.0119,-0.0119,0.0723,,1430.2656,-0.2656,0.0386
1605.0909,-0.0909,0.0017,,,,,,1562.0895,-0.0895,0.0059,,1455.1554,-0.1554,0.0738
1609.089,-0.089,0.0008,,,,,,1553.1597,-0.1597,0.0766,,1447.2351,-0.2351,0.0063
1611.1387,-0.1387,0.0482,,,,,,1558.1236,-0.1236,0.0402,,1445.2556,-0.2556,0.0269
1621.0684,-0.0684,0.0227,,,,,,1557.1389,-0.1389,0.0555,,1449.2289,-0.2289,0.0002
1617.1116,-0.1116,0.0206,,,,,,1559.126,-0.126,0.0425,,1443.2981,-0.2981,0.0693
1615.1298,-0.1298,0.0389,,,,,,1563.0952,-0.0952,0.0114,,1447.3099,-0.3099,0.0805
1614.1486,-0.1486,0.0577,,,,,,1555.1656,-0.1656,0.0822,,1463.2261,-0.2261,0.0047
1622.0998,-0.0998,0.0082,,,,,,1562.1294,-0.1294,0.0454,,1467.2354,-0.2354,0.004
1627.0923,-0.0923,0.0001,,,,,,1569.0952,-0.0952,0.0107,,1467.2376,-0.2376,0.0062
1625.1208,-0.1208,0.0287,,,,,,1566.1354,-0.1354,0.0508,,1477.1734,-0.1734,0.0588
1636.0779,-0.0779,0.0153,,,,,,1568.1283,-0.1283,0.0436,,1479.1922,-0.1922,0.0403
1633.1114,-0.1114,0.0183,,,,,,1576.0703,-0.0703,0.0149,,1473.2411,-0.2411,0.0089
1632.1213,-0.1213,0.0283,,,,,,1572.1108,-0.1108,0.0257,,1486.2231,-0.2231,0.0105
1631.1362,-0.1362,0.0432,,,,,,1569.1351,-0.1351,0.0502,,1485.2422,-0.2422,0.0085
1637.1443,-0.1443,0.0503,,,,,,1571.1238,-0.1238,0.0387,,1484.2576,-0.2576,0.0239
1650.0504,-0.0504,0.0444,,,,,,1576.11,-0.11,0.0244,,1495.1722,-0.1722,0.0622
1645.098,-0.098,0.0035,,,,,,1577.1061,-0.1061,0.0204,,1492.2292,-0.2292,0.0053
1643.1184,-0.1184,0.0239,,,,,,1574.1364,-0.1364,0.0508,,1508.1645,-0.1645,0.0715
1642.1331,-0.1331,0.0386,,,,,,1578.1186,-0.1186,0.0326,,1504.2309,-0.2309,0.0051
1654.0841,-0.0841,0.0115,,,,,,1581.0978,-0.0978,0.0117,,1502.2631,-0.2631,0.027
1649.14,-0.14,0.0445,,,,,,1580.137,-0.137,0.0506,,1501.2726,-0.2726,0.0366
1652.1318,-0.1318,0.036,,,,,,1587.1105,-0.1105,0.0234,,1499.293,-0.293,0.0571
1662.085,-0.085,0.0116,,,,,,1584.1385,-0.1385,0.0516,,1513.2156,-0.2156,0.0214
1659.1213,-0.1213,0.0247,,,,,,1583.1538,-0.1538,0.0669,,1512.2432,-0.2432,0.006
1657.1449,-0.1449,0.0484,,,,,,1586.1323,-0.1323,0.0451,,1519.2194,-0.2194,0.0185
1660.1243,-0.1243,0.0276,,,,,,1588.1195,-0.1195,0.0323,,1521.23,-0.23,0.0082
1669.125,-0.125,0.0271,,,,,,1598.0589,-0.0589,0.0292,,1526.2167,-0.2167,0.022
1667.145,-0.145,0.0471,,,,,,1587.152,-0.152,0.0645,,1516.3074,-0.3074,0.0692
