Limit 1 b KM,Limit 1 b KMD,Limit 1 b distances,,Limit 1 y KM,Limit 1 y KMD,Limit 1 y distances,,Limit 2 b KM,Limit 2 b KMD,Limit 2 b distances,,Limit 2 y KM,Limit 2 y KMD,Limit 2 y distances
1676.0927,-0.0927,0.0058,,,,,,1595.1136,-0.1136,0.0255,,1526.2691,-0.2691,0.03
1683.0549,-0.0549,0.0442,,,,,,1592.1394,-0.1394,0.0514,,1536.2411,-0.2411,0.0009
1685.0585,-0.0585,0.041,,,,,,1593.135,-0.135,0.0469,,1553.1597,-0.1597,0.082
1677.1257,-0.1257,0.0267,,,,,,1591.1628,-0.1628,0.0748,,1555.1656,-0.1656,0.0764
1678.1209,-0.1209,0.0218,,,,,,1597.1174,-0.1174,0.0289,,1552.2455,-0.2455,0.0033
1675.1476,-0.1476,0.0487,,,,,,1599.1037,-0.1037,0.0151,,1554.2466,-0.2466,0.004
1676.1395,-0.1395,0.0405,,,,,,1605.0909,-0.0909,0.0017,,1560.2374,-0.2374,0.0058
1680.1353,-0.1353,0.0359,,,,,,1609.089,-0.089,0.0008,,1563.2644,-0.2644,0.0206
1685.1168,-0.1168,0.0168,,,,,,1601.1537,-0.1537,0.0644,,1570.2094,-0.2094,0.0348
1687.1019,-0.1019,0.0018,,,,,,1607.1554,-0.1554,0.0653,,1570.2116,-0.2116,0.0326
1686.1459,-0.1459,0.0456,,,,,,1611.1387,-0.1387,0.0482,,1584.1846,-0.1846,0.0612
1700.0814,-0.0814,0.0202,,,,,,1621.0684,-0.0684,0.0227,,1578.2501,-0.2501,0.0045
1695.1315,-0.1315,0.0301,,,,,,1617.1116,-0.1116,0.0206,,1591.1628,-0.1628,0.0837
1693.1526,-0.1526,0.0513,,,,,,1615.1298,-0.1298,0.0389,,1588.214,-0.214,0.0326
1694.1456,-0.1456,0.0442,,,,,,1612.1571,-0.1571,0.0664,,1587.2321,-0.2321,0.0145
1707.0547,-0.0547,0.0476,,,,,,1614.1486,-0.1486,0.0577,,1596.2035,-0.2035,0.044
1698.1416,-0.1416,0.0397,,,,,,1622.0998,-0.0998,0.0082,,1598.2028,-0.2028,0.0449
1704.1491,-0.1491,0.0464,,,,,,1627.0923,-0.0923,0.0001,,1612.2188,-0.2188,0.0308
1719.0814,-0.0814,0.0227,,,,,,1625.1208,-0.1208,0.0287,,1608.2626,-0.2626,0.0132
1713.1342,-0.1342,0.0304,,,,,,1621.1566,-0.1566,0.0647,,1613.2235,-0.2235,0.0263
1717.1123,-0.1123,0.0082,,,,,,1636.0779,-0.0779,0.0153,,1615.2181,-0.2181,0.0319
1711.16,-0.16,0.0563,,,,,,1633.1114,-0.1114,0.0183,,1618.2167,-0.2167,0.0337
1715.1332,-0.1332,0.0291,,,,,,1632.1213,-0.1213,0.0283,,1627.2428,-0.2428,0.0089
1727.0516,-0.0516,0.0533,,,,,,1628.1547,-0.1547,0.0619,,1630.2228,-0.2228,0.0292
1716.1431,-0.1431,0.0389,,,,,,1631.1362,-0.1362,0.0432,,1629.2388,-0.2388,0.0131
1719.1287,-0.1287,0.0242,,,,,,1632.1549,-0.1549,0.0615,,1646.2142,-0.2142,0.0397
1731.0447,-0.0447,0.0607,,,,,,1637.1443,-0.1443,0.0503,,1653.1724,-0.1724,0.082
1721.1355,-0.1355,0.0307,,,,,,1650.0504,-0.0504,0.0444,,1645.2525,-0.2525,0.0016
1733.0611,-0.0611,0.0447,,,,,,1645.098,-0.098,0.0035,,1649.2296,-0.2296,0.0248
1725.1287,-0.1287,0.0234,,,,,,1643.1184,-0.1184,0.0239,,1641.3147,-0.3147,0.0606
1726.139,-0.139,0.0334,,,,,,1642.1331,-0.1331,0.0386,,1655.2303,-0.2303,0.0249
1727.1497,-0.1497,0.0439,,,,,,1654.0841,-0.0841,0.0115,,1658.211,-0.211,0.0444
1728.1568,-0.1568,0.0509,,,,,,1649.14,-0.14,0.0445,,1657.2257,-0.2257,0.0297
1736.0982,-0.0982,0.0083,,,,,,1652.1318,-0.1318,0.036,,1663.2265,-0.2265,0.0296
1733.137,-0.137,0.0306,,,,,,1662.085,-0.085,0.0116,,1662.252,-0.252,0.0043
1732.1492,-0.1492,0.0428,,,,,,1659.1213,-0.1213,0.0247,,1665.2328,-0.2328,0.0237
1749.0485,-0.0485,0.0593,,,,,,1653.1724,-0.1724,0.0762,,1673.1743,-0.1743,0.0827
1739.1429,-0.1429,0.0357,,,,,,1657.1449,-0.1449,0.0484,,1667.2291,-0.2291,0.0276
1738.1579,-0.1579,0.0507,,,,,,1660.1243,-0.1243,0.0276,,1667.2329,-0.2329,0.0239
1744.1282,-0.1282,0.0204,,,,,,1669.125,-0.125,0.0271,,1666.246,-0.246,0.0107
1748.1238,-0.1238,0.0155,,,,,,1667.145,-0.145,0.0471,,1658.3402,-0.3402,0.0837
1746.1607,-0.1607,0.0523,,,,,,1676.0927,-0.0927,0.0058,,1682.256,-0.256,0.0028
1750.1532,-0.1532,0.0444,,,,,,1683.0549,-0.0549,0.0442,,1684.2528,-0.2528,0.0062
1758.0968,-0.0968,0.0125,,,,,,1685.0585,-0.0585,0.041,,1691.2058,-0.2058,0.0537
1754.1308,-0.1308,0.0217,,,,,,1677.1257,-0.1257,0.0267,,1693.2303,-0.2303,0.0297
1755.1325,-0.1325,0.0233,,,,,,1678.1209,-0.1209,0.0218,,1695.2216,-0.2216,0.0386
1752.1627,-0.1627,0.0536,,,,,,1675.1476,-0.1476,0.0487,,1690.2646,-0.2646,0.0047
1753.1549,-0.1549,0.0457,,,,,,1676.1395,-0.1395,0.0405,,1699.2589,-0.2589,0.0021
1764.0882,-0.0882,0.0219,,,,,,1673.1743,-0.1743,0.0755,,1710.2435,-0.2435,0.0188
1754.1666,-0.1666,0.0572,,,,,,1680.1353,-0.1353,0.0359,,1712.2395,-0.2395,0.0229
1762.1082,-0.1082,0.0018,,,,,,1685.1168,-0.1168,0.0168,,1727.2436,-0.2436,0.0209
1760.1338,-0.1338,0.0239,,,,,,1687.1019,-0.1019,0.0018,,1726.2571,-0.2571,0.0073
1770.0998,-0.0998,0.0112,,,,,,1686.1459,-0.1459,0.0456,,1729.2606,-0.2606,0.0042
1766.1351,-0.1351,0.0244,,,,,,1700.0814,-0.0814,0.0202,,1732.2724,-0.2724,0.0072
1764.1626,-0.1626,0.0519,,,,,,1695.1315,-0.1315,0.0301,,1756.2125,-0.2125,0.0554
1771.1303,-0.1303,0.0189,,,,,,1693.1526,-0.1526,0.0513,,1751.2564,-0.2564,0.0111
1768.159,-0.159,0.0479,,,,,,1694.1456,-0.1456,0.0442,,1748.2916,-0.2916,0.0241
1774.1426,-0.1426,0.0308,,,,,,1707.0547,-0.0547,0.0476,,1754.2453,-0.2453,0.0226
1772.1664,-0.1664,0.0546,,,,,,1698.1416,-0.1416,0.0397,,1766.1895,-0.1895,0.0794
1778.1395,-0.1395,0.0271,,,,,,1699.1749,-0.1749,0.0726,,1763.2562,-0.2562,0.0128
1783.1054,-0.1054,0.0072,,,,,,1704.1491,-0.1491,0.0464,,1785.2155,-0.2155,0.056
1776.1702,-0.1702,0.0579,,,,,,1719.0814,-0.0814,0.0227,,1799.1896,-0.1896,0.0836
1786.1228,-0.1228,0.0096,,,,,,1713.1342,-0.1342,0.0304,,1804.2618,-0.2618,0.0125
1795.0639,-0.0639,0.05,,,,,,1717.1123,-0.1123,0.0082,,1806.2589,-0.2589,0.0156
1782.1712,-0.1712,0.058,,,,,,1711.16,-0.16,0.0563,,1822.2056,-0.2056,0.0705
1786.1603,-0.1603,0.0467,,,,,,1715.1332,-0.1332,0.0291,,1823.2769,-0.2769,0
1788.154,-0.154,0.0402,,,,,,1727.0516,-0.0516,0.0533,,,,
1792.1496,-0.1496,0.0353,,,,,,1716.1431,-0.1431,0.0389,,,,
1791.1708,-0.1708,0.0565,,,,,,1719.1287,-0.1287,0.0242,,,,
1796.1432,-0.1432,0.0285,,,,,,1731.0433,-0.0433,0.0621,,,,
1800.1758,-0.1758,0.0602,,,,,,1731.0447,-0.0447,0.0607,,,,
1804.148,-0.148,0.0321,,,,,,1721.1355,-0.1355,0.0307,,,,
1807.1428,-0.1428,0.0267,,,,,,1733.0611,-0.0611,0.0447,,,,
1809.1346,-0.1346,0.0183,,,,,,1718.1761,-0.1761,0.0713,,,,
1806.1618,-0.1618,0.0456,,,,,,1725.1287,-0.1287,0.0234,,,,
1805.1779,-0.1779,0.0617,,,,,,1726.139,-0.139,0.0334,,,,
1815.104,-0.104,0.0129,,,,,,1727.1497,-0.1497,0.0439,,,,
1813.1272,-0.1272,0.0104,,,,,,1728.1568,-0.1568,0.0509,,,,
1820.088,-0.088,0.0294,,,,,,1736.0982,-0.0982,0.0083,,,,
1809.1731,-0.1731,0.0565,,,,,,1733.137,-0.137,0.0306,,,,
1821.0906,-0.0906,0.0269,,,,,,1732.1492,-0.1492,0.0428,,,,
1818.1515,-0.1515,0.0338,,,,,,1749.0485,-0.0485,0.0593,,,,
1830.0778,-0.0778,0.0408,,,,,,1739.1429,-0.1429,0.0357,,,,
1830.0798,-0.0798,0.0388,,,,,,1738.1579,-0.1579,0.0507,,,,
1821.1524,-0.1524,0.0343,,,,,,1744.1282,-0.1282,0.0204,,,,
1823.1416,-0.1416,0.0234,,,,,,1748.1238,-0.1238,0.0155,,,,
1824.1633,-0.1633,0.0447,,,,,,1744.1704,-0.1704,0.0622,,,,
1823.1772,-0.1772,0.0586,,,,,,1746.1607,-0.1607,0.0523,,,,
1835.1062,-0.1062,0.0133,,,,,,1750.1532,-0.1532,0.0444,,,,
1838.0924,-0.0924,0.0274,,,,,,1758.0968,-0.0968,0.0125,,,,
1829.1685,-0.1685,0.0492,,,,,,1754.1308,-0.1308,0.0217,,,,
1837.1195,-0.1195,0.0004,,,,,,1755.1325,-0.1325,0.0233,,,,
1833.1659,-0.1659,0.0462,,,,,,1752.1627,-0.1627,0.0536,,,,
1841.1114,-0.1114,0.0089,,,,,,1753.1549,-0.1549,0.0457,,,,
1848.0841,-0.0841,0.0369,,,,,,1764.0882,-0.0882,0.0219,,,,
1847.1007,-0.1007,0.0203,,,,,,1754.1666,-0.1666,0.0572,,,,
1838.1764,-0.1764,0.0558,,,,,,1762.1082,-0.1082,0.0018,,,,
1843.144,-0.144,0.0231,,,,,,1760.1338,-0.1338,0.0239,,,,
1854.0912,-0.0912,0.0306,,,,,,1770.0998,-0.0998,0.0112,,,,
1847.1735,-0.1735,0.0519,,,,,,1766.1351,-0.1351,0.0244,,,,
1854.1321,-0.1321,0.0099,,,,,,1764.1626,-0.1626,0.0519,,,,
1855.1242,-0.1242,0.0019,,,,,,1763.1819,-0.1819,0.0712,,,,
1863.0904,-0.0904,0.0326,,,,,,1771.1303,-0.1303,0.0189,,,,
1857.155,-0.155,0.0322,,,,,,1768.159,-0.159,0.0479,,,,
1865.1046,-0.1046,0.0188,,,,,,1766.1895,-0.1895,0.0783,,,,
1861.1472,-0.1472,0.0239,,,,,,1774.1426,-0.1426,0.0308,,,,
1863.1663,-0.1663,0.0426,,,,,,1772.1664,-0.1664,0.0546,,,,
1875.0865,-0.0865,0.038,,,,,,1778.1395,-0.1395,0.0271,,,,
1873.1067,-0.1067,0.0177,,,,,,1783.1054,-0.1054,0.0072,,,,
1877.1012,-0.1012,0.0238,,,,,,1776.1702,-0.1702,0.0579,,,,
1872.1451,-0.1451,0.0204,,,,,,1786.1228,-0.1228,0.0096,,,,
1880.0989,-0.0989,0.0264,,,,,,1795.0639,-0.0639,0.05,,,,
1881.0964,-0.0964,0.0291,,,,,,1782.1712,-0.1712,0.058,,,,
1873.1614,-0.1614,0.0365,,,,,,1781.1856,-0.1856,0.0725,,,,
1879.1154,-0.1154,0.01,,,,,,1786.1603,-0.1603,0.0467,,,,
1875.1575,-0.1575,0.0323,,,,,,1788.154,-0.154,0.0402,,,,
1882.1192,-0.1192,0.0066,,,,,,1792.1496,-0.1496,0.0353,,,,
1884.1045,-0.1045,0.0214,,,,,,1791.1708,-0.1708,0.0565,,,,
1881.1297,-0.1297,0.0039,,,,,,1796.1432,-0.1432,0.0285,,,,
1879.1515,-0.1515,0.0259,,,,,,1794.1818,-0.1818,0.067,,,,
1886.119,-0.119,0.0073,,,,,,1800.1758,-0.1758,0.0602,,,,
1892.0913,-0.0913,0.0356,,,,,,1804.148,-0.148,0.0321,,,,
1893.0904,-0.0904,0.0366,,,,,,1799.1896,-0.1896,0.074,,,,
1889.1328,-0.1328,0.006,,,,,,1807.1428,-0.1428,0.0267,,,,
1892.1289,-0.1289,0.0017,,,,,,1809.1346,-0.1346,0.0183,,,,
1893.126,-0.126,0.0013,,,,,,1806.1618,-0.1618,0.0456,,,,
1889.1687,-0.1687,0.0415,,,,,,1805.1779,-0.1779,0.0617,,,,
1896.1193,-0.1193,0.0083,,,,,,1815.104,-0.104,0.0129,,,,
1897.1205,-0.1205,0.0073,,,,,,1813.1272,-0.1272,0.0104,,,,
1893.1624,-0.1624,0.0348,,,,,,1806.1884,-0.1884,0.0719,,,,
1892.1795,-0.1795,0.0519,,,,,,1820.088,-0.088,0.0294,,,,
1896.1541,-0.1541,0.0261,,,,,,1809.1731,-0.1731,0.0565,,,,
1902.1071,-0.1071,0.0212,,,,,,1821.0906,-0.0906,0.0269,,,,
1905.085,-0.085,0.0435,,,,,,1818.1515,-0.1515,0.0338,,,,
1900.1298,-0.1298,0.0016,,,,,,1830.0778,-0.0778,0.0408,,,,
1906.104,-0.104,0.0248,,,,,,1830.0798,-0.0798,0.0388,,,,
1901.1457,-0.1457,0.0172,,,,,,1821.1524,-0.1524,0.0343,,,,
1907.1001,-0.1001,0.0288,,,,,,1823.1416,-0.1416,0.0234,,,,
1902.1414,-0.1414,0.0128,,,,,,1824.1633,-0.1633,0.0447,,,,
1907.1371,-0.1371,0.0079,,,,,,1823.1772,-0.1772,0.0586,,,,
1906.1544,-0.1544,0.0252,,,,,,1835.1062,-0.1062,0.0133,,,,
1914.1404,-0.1404,0.0102,,,,,,1838.0924,-0.0924,0.0274,,,,
1915.1432,-0.1432,0.0129,,,,,,1829.1685,-0.1685,0.0492,,,,
1910.1833,-0.1833,0.0533,,,,,,1837.1195,-0.1195,0.0004,,,,
1923.0904,-0.0904,0.0405,,,,,,1833.1659,-0.1659,0.0462,,,,
1921.1109,-0.1109,0.0199,,,,,,1841.1114,-0.1114,0.0089,,,,
1922.1058,-0.1058,0.0251,,,,,,1848.0841,-0.0841,0.0369,,,,
1925.1033,-0.1033,0.0279,,,,,,1847.1007,-0.1007,0.0203,,,,
1920.146,-0.146,0.0151,,,,,,1838.1764,-0.1764,0.0558,,,,
1924.118,-0.118,0.0133,,,,,,1843.144,-0.144,0.0231,,,,
1927.0975,-0.0975,0.034,,,,,,1854.0912,-0.0912,0.0306,,,,
1927.099,-0.099,0.0325,,,,,,1847.1735,-0.1735,0.0519,,,,
1920.1657,-0.1657,0.0346,,,,,,1846.1897,-0.1897,0.0681,,,,
1926.1354,-0.1354,0.0037,,,,,,1854.1321,-0.1321,0.0099,,,,
1924.1581,-0.1581,0.0265,,,,,,1855.1242,-0.1242,0.0019,,,,
1933.1074,-0.1074,0.0249,,,,,,1850.186,-0.186,0.0638,,,,
1933.1438,-0.1438,0.0111,,,,,,1863.0904,-0.0904,0.0326,,,,
1934.1379,-0.1379,0.0052,,,,,,1857.155,-0.155,0.0322,,,,
1937.1328,-0.1328,0.0003,,,,,,1865.1046,-0.1046,0.0188,,,,
1938.1322,-0.1322,0.0011,,,,,,1861.1472,-0.1472,0.0239,,,,
1944.0985,-0.0985,0.0352,,,,,,1863.1663,-0.1663,0.0426,,,,
1945.1037,-0.1037,0.0302,,,,,,1875.0865,-0.0865,0.038,,,,
1944.12,-0.12,0.0139,,,,,,1873.1067,-0.1067,0.0177,,,,
1938.1682,-0.1682,0.0346,,,,,,1877.1012,-0.1012,0.0238,,,,
1950.0923,-0.0923,0.0422,,,,,,1872.1451,-0.1451,0.0204,,,,
1948.1129,-0.1129,0.0215,,,,,,1880.0989,-0.0989,0.0264,,,,
1944.1563,-0.1563,0.0221,,,,,,1881.0964,-0.0964,0.0291,,,,
1951.1115,-0.1115,0.0232,,,,,,1873.1614,-0.1614,0.0365,,,,
1952.1062,-0.1062,0.0287,,,,,,1879.1154,-0.1154,0.01,,,,
1950.1308,-0.1308,0.004,,,,,,1875.1575,-0.1575,0.0323,,,,
1948.1501,-0.1501,0.0155,,,,,,1882.1192,-0.1192,0.0066,,,,
1953.1219,-0.1219,0.0132,,,,,,1884.1045,-0.1045,0.0214,,,,
1952.1438,-0.1438,0.0087,,,,,,1881.1297,-0.1297,0.0039,,,,
1950.162,-0.162,0.027,,,,,,1879.1515,-0.1515,0.0259,,,,
1951.1586,-0.1586,0.0234,,,,,,1886.119,-0.119,0.0073,,,,
1957.1295,-0.1295,0.0062,,,,,,1892.0913,-0.0913,0.0356,,,,
1955.1534,-0.1534,0.0178,,,,,,1893.0904,-0.0904,0.0366,,,,
1962.1131,-0.1131,0.0231,,,,,,1879.2065,-0.2065,0.0803,,,,
1960.1464,-0.1464,0.0101,,,,,,1889.1328,-0.1328,0.006,,,,
1963.1464,-0.1464,0.0098,,,,,,1892.1289,-0.1289,0.0017,,,,
1973.0893,-0.0893,0.0482,,,,,,1893.126,-0.126,0.0013,,,,
1970.1457,-0.1457,0.0082,,,,,,1889.1687,-0.1687,0.0415,,,,
1974.1196,-0.1196,0.0182,,,,,,1896.1193,-0.1193,0.0083,,,,
1972.142,-0.142,0.0042,,,,,,1897.1205,-0.1205,0.0073,,,,
1978.1141,-0.1141,0.0242,,,,,,1893.1624,-0.1624,0.0348,,,,
1978.1503,-0.1503,0.0117,,,,,,1892.1795,-0.1795,0.0519,,,,
1983.1386,-0.1386,0.0006,,,,,,1896.1541,-0.1541,0.0261,,,,
1990.11,-0.11,0.0298,,,,,,1902.1071,-0.1071,0.0212,,,,
1986.1528,-0.1528,0.0131,,,,,,1905.085,-0.085,0.0435,,,,
2004.1209,-0.1209,0.0208,,,,,,1900.1298,-0.1298,0.0016,,,,
2006.1359,-0.1359,0.0062,,,,,,1906.104,-0.104,0.0248,,,,
2055.1483,-0.1483,0.0004,,,,,,1901.1457,-0.1457,0.0172,,,,
2055.1487,-0.1487,0,,,,,,1907.1001,-0.1001,0.0288,,,,
,,,,,,,,1902.1414,-0.1414,0.0128,,,,
,,,,,,,,1907.1371,-0.1371,0.0079,,,,
,,,,,,,,1906.1544,-0.1544,0.0252,,,,
,,,,,,,,1914.1404,-0.1404,0.0102,,,,
,,,,,,,,1915.1432,-0.1432,0.0129,,,,
,,,,,,,,1910.1833,-0.1833,0.0533,,,,
,,,,,,,,1923.0904,-0.0904,0.0405,,,,
,,,,,,,,1921.1109,-0.1109,0.0199,,,,
,,,,,,,,1922.1058,-0.1058,0.0251,,,,
,,,,,,,,1925.1033,-0.1033,0.0279,,,,
,,,,,,,,1920.146,-0.146,0.0151,,,,
,,,,,,,,1924.118,-0.118,0.0133,,,,
,,,,,,,,1927.0975,-0.0975,0.034,,,,
,,,,,,,,1927.099,-0.099,0.0325,,,,
,,,,,,,,1920.1657,-0.1657,0.0346,,,,
,,,,,,,,1926.1354,-0.1354,0.0037,,,,
,,,,,,,,1924.1581,-0.1581,0.0265,,,,
,,,,,,,,1933.1074,-0.1074,0.0249,,,,
,,,,,,,,1933.1438,-0.1438,0.0111,,,,
,,,,,,,,1934.1379,-0.1379,0.0052,,,,
,,,,,,,,1937.1328,-0.1328,0.0003,,,,
,,,,,,,,1938.1322,-0.1322,0.0011,,,,
,,,,,,,,1944.0985,-0.0985,0.0352,,,,
,,,,,,,,1945.1037,-0.1037,0.0302,,,,
,,,,,,,,1944.12,-0.12,0.0139,,,,
,,,,,,,,1938.1682,-0.1682,0.0346,,,,
,,,,,,,,1950.0923,-0.0923,0.0422,,,,
,,,,,,,,1948.1129,-0.1129,0.0215,,,,
,,,,,,,,1944.1563,-0.1563,0.0221,,,,
,,,,,,,,1951.1115,-0.1115,0.0232,,,,
,,,,,,,,1952.1062,-0.1062,0.0287,,,,
,,,,,,,,1950.1308,-0.1308,0.004,,,,
,,,,,,,,1948.1501,-0.1501,0.0155,,,,
,,,,,,,,1953.1219,-0.1219,0.0132,,,,
,,,,,,,,1952.1438,-0.1438,0.0087,,,,
,,,,,,,,1950.162,-0.162,0.027,,,,
,,,,,,,,1951.1586,-0.1586,0.0234,,,,
,,,,,,,,1957.1295,-0.1295,0.0062,,,,
,,,,,,,,1955.1534,-0.1534,0.0178,,,,
,,,,,,,,1962.1131,-0.1131,0.0231,,,,
,,,,,,,,1960.1464,-0.1464,0.0101,,,,
,,,,,,,,1963.1464,-0.1464,0.0098,,,,
,,,,,,,,1973.0893,-0.0893,0.0482,,,,
,,,,,,,,1970.1457,-0.1457,0.0082,,,,
,,,,,,,,1974.1196,-0.1196,0.0182,,,,
,,,,,,,,1972.142,-0.142,0.0042,,,,
,,,,,,,,1978.1141,-0.1141,0.0242,,,,
,,,,,,,,1978.1503,-0.1503,0.0117,,,,
,,,,,,,,1983.1386,-0.1386,0.0006,,,,
,,,,,,,,1990.11,-0.11,0.0298,,,,
,,,,,,,,1986.1528,-0.1528,0.0131,,,,
,,,,,,,,2004.1209,-0.1209,0.0208,,,,
,,,,,,,,2006.1359,-0.1359,0.0062,,,,
,,,,,,,,2055.1483,-0.1483,0.0004,,,,
,,,,,,,,2055.1487,-0.1487,0,,,,